"","recorded_by_mdy","typed_by_mdy","session","block","pot_ID","treatment","sample_month","sample_day","sample_year","period","weight_lbs","weight_grams","remarks"
"8553","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SC-4","WW",8,14,2018,"T1",4.2,1905,NA
"8554","GX - 08/14/2018","GX - 08/14/2018",11,"B5","DASP-11","WW",8,14,2018,"T1",3.62,1642,NA
"8555","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SESE-14","WW",8,14,2018,"T1",3.76,1705,NA
"8556","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SESE-4","WW",8,14,2018,"T2",4.45,2018,NA
"8557","GX - 08/14/2018","GX - 08/14/2018",11,"B5","DEFL-3","WW",8,14,2018,"T2",4.24,1923,NA
"8558","GX - 08/14/2018","GX - 08/14/2018",11,"B5","FERU-17","WW",8,14,2018,"T2",4.17,1891,NA
"8559","GX - 08/14/2018","GX - 08/14/2018",11,"B5","VAMA-11","WW",8,14,2018,"T2",4,1814,NA
"8560","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SEAC-20","WW",8,14,2018,"T2",4.46,2023,NA
"8561","GX - 08/14/2018","GX - 08/14/2018",11,"B5","PLMA-8","WW",8,14,2018,"T2",4.25,1928,NA
"8562","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SC-6","WW",8,14,2018,"T2",4.38,1987,NA
"8563","GX - 08/14/2018","GX - 08/14/2018",11,"B5","EMNI-4","WW",8,14,2018,"T2",4.57,2073,NA
"8564","GX - 08/14/2018","GX - 08/14/2018",11,"B5","DASP-13","WW",8,14,2018,"T2",4.21,1910,NA
"8565","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SEAL-15","WW",8,14,2018,"T2",4.37,1982,NA
"8566","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SYNO-8","WW",8,14,2018,"T2",4.36,1978,NA
"8567","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SITR-19","WW",8,14,2018,"T2",4.28,1941,NA
"8568","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SOBI-1","WW",8,14,2018,"T2",4.23,1919,NA
"8569","GX - 08/14/2018","GX - 08/14/2018",11,"B5","FERU-11","WW",8,14,2018,"T2",4.12,1869,NA
"8570","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SEAC-5","WW",8,14,2018,"T2",4.18,1896,NA
"8571","GX - 08/14/2018","GX - 08/14/2018",11,"B5","DEFL-17","WW",8,14,2018,"T2",4,1814,NA
"8572","GX - 08/14/2018","GX - 08/14/2018",11,"B5","VAMA-15","WW",8,14,2018,"T2",3.95,1792,NA
"8573","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SITR-1","WW",8,14,2018,"T2",4.12,1869,NA
"8574","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SEAL-6","WW",8,14,2018,"T2",4.27,1937,NA
"8575","GX - 08/14/2018","GX - 08/14/2018",11,"B5","EMNI-6","WW",8,14,2018,"T2",4.57,2073,NA
"8576","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SYNO-4","WW",8,14,2018,"T2",4.34,1969,NA
"8577","GX - 08/14/2018","GX - 08/14/2018",11,"B5","PLMA-20","WW",8,14,2018,"T2",4.45,2018,NA
"8578","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SOBI-18","WW",8,14,2018,"T2",4.3,1950,NA
"8579","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SC-4","WW",8,14,2018,"T2",4.58,2077,NA
"8580","GX - 08/14/2018","GX - 08/14/2018",11,"B5","DASP-11","WW",8,14,2018,"T2",3.98,1805,NA
"8581","GX - 08/14/2018","GX - 08/14/2018",11,"B5","SESE-14","WW",8,14,2018,"T2",4.35,1973,NA
"8582","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SESE-9","WW",8,15,2018,"T3",4.44,2014,NA
"8583","GX - 08/15/2018","GX - 08/16/2018",11,"B1","DEFL-15","WW",8,15,2018,"T3",3.57,1619,NA
"8584","GX - 08/15/2018","GX - 08/16/2018",11,"B1","FERU-3","WW",8,15,2018,"T3",4.01,1819,NA
"8585","GX - 08/15/2018","GX - 08/16/2018",11,"B1","VAMA-16","WW",8,15,2018,"T3",3.93,1783,NA
"8586","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SEAC-9","WW",8,15,2018,"T3",4.24,1923,NA
"8587","GX - 08/15/2018","GX - 08/16/2018",11,"B1","PLMA-11","WW",8,15,2018,"T3",4.3,1950,NA
"8588","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SC-14","WW",8,15,2018,"T3",4.5,2041,NA
"8589","GX - 08/15/2018","GX - 08/16/2018",11,"B1","EMNI-2","WW",8,15,2018,"T3",4.56,2068,NA
"8590","GX - 08/15/2018","GX - 08/16/2018",11,"B1","DASP-9","WW",8,15,2018,"T3",4.16,1887,NA
"8591","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SEAL-5","WW",8,15,2018,"T3",4.18,1896,NA
"8592","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SYNO-13","WW",8,15,2018,"T3",4.07,1846,NA
"8593","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SITR-4","WW",8,15,2018,"T3",4.34,1969,NA
"8594","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SOBI-20","WW",8,15,2018,"T3",4.35,1973,NA
"8595","GX - 08/15/2018","GX - 08/16/2018",11,"B1","FERU-16","WW",8,15,2018,"T3",4.11,1864,NA
"8596","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SEAC-12","WW",8,15,2018,"T3",4.25,1928,NA
"8597","GX - 08/15/2018","GX - 08/16/2018",11,"B1","DEFL-2","WW",8,15,2018,"T3",4.04,1833,NA
"8598","GX - 08/15/2018","GX - 08/16/2018",11,"B1","VAMA-1","WW",8,15,2018,"T3",4.11,1864,NA
"8599","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SITR-11","WW",8,15,2018,"T3",4.06,1842,NA
"8600","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SEAL-7","WW",8,15,2018,"T3",4.04,1833,NA
"8601","GX - 08/15/2018","GX - 08/16/2018",11,"B1","EMNI-1","WW",8,15,2018,"T3",4.58,2077,NA
"8602","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SYNO-14","WW",8,15,2018,"T3",4.22,1914,NA
"8603","GX - 08/15/2018","GX - 08/16/2018",11,"B1","PLMA-5","WW",8,15,2018,"T3",4.07,1846,NA
"8604","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SOBI-11","WW",8,15,2018,"T3",4.01,1819,NA
"8605","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SC-9","WW",8,15,2018,"T3",4.38,1987,NA
"8606","GX - 08/15/2018","GX - 08/16/2018",11,"B1","DASP-17","WW",8,15,2018,"T3",4.13,1873,NA
"8607","GX - 08/15/2018","GX - 08/16/2018",11,"B1","SESE-19","WW",8,15,2018,"T3",4.4,1996,NA
"8608","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SESE-9","WW",8,16,2018,"T4",4.31,1955,NA
"8609","GX - 08/16/2018","GX - 08/16/2018",11,"B1","DEFL-15","WW",8,16,2018,"T4",3.98,1805,NA
"8610","GX - 08/16/2018","GX - 08/16/2018",11,"B1","FERU-3","WW",8,16,2018,"T4",3.76,1705,NA
"8611","GX - 08/16/2018","GX - 08/16/2018",11,"B1","VAMA-16","WW",8,16,2018,"T4",3.86,1751,NA
"8612","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SEAC-9","WW",8,16,2018,"T4",4.18,1896,NA
"8613","GX - 08/16/2018","GX - 08/16/2018",11,"B1","PLMA-11","WW",8,16,2018,"T4",4.22,1914,NA
"8614","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SC-14","WW",8,16,2018,"T4",4.43,2009,NA
"8615","GX - 08/16/2018","GX - 08/16/2018",11,"B1","EMNI-2","WW",8,16,2018,"T4",4.49,2037,NA
"8616","GX - 08/16/2018","GX - 08/16/2018",11,"B1","DASP-9","WW",8,16,2018,"T4",4.09,1855,NA
"8617","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SEAL-5","WW",8,16,2018,"T4",4.1,1860,NA
"8618","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SYNO-13","WW",8,16,2018,"T4",3.87,1755,NA
"8619","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SITR-4","WW",8,16,2018,"T4",4.25,1928,NA
"8620","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SOBI-20","WW",8,16,2018,"T4",4.2,1905,NA
"8621","GX - 08/16/2018","GX - 08/16/2018",11,"B1","FERU-16","WW",8,16,2018,"T4",3.9,1769,NA
"8622","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SEAC-12","WW",8,16,2018,"T4",4.19,1901,NA
"8623","GX - 08/16/2018","GX - 08/16/2018",11,"B1","DEFL-2","WW",8,16,2018,"T4",3.97,1801,NA
"8624","GX - 08/16/2018","GX - 08/16/2018",11,"B1","VAMA-1","WW",8,16,2018,"T4",4.04,1833,NA
"8625","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SITR-11","WW",8,16,2018,"T4",3.97,1801,NA
"8626","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SEAL-7","WW",8,16,2018,"T4",3.96,1796,NA
"8627","GX - 08/16/2018","GX - 08/16/2018",11,"B1","EMNI-1","WW",8,16,2018,"T4",4.5,2041,NA
"8628","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SYNO-14","WW",8,16,2018,"T4",3.98,1805,NA
"8629","GX - 08/16/2018","GX - 08/16/2018",11,"B1","PLMA-5","WW",8,16,2018,"T4",3.95,1792,NA
"8630","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SOBI-11","WW",8,16,2018,"T4",3.83,1737,NA
"8631","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SC-9","WW",8,16,2018,"T4",4.32,1960,NA
"8632","GX - 08/16/2018","GX - 08/16/2018",11,"B1","DASP-17","WW",8,16,2018,"T4",4.04,1833,NA
"8633","GX - 08/16/2018","GX - 08/16/2018",11,"B1","SESE-19","WW",8,16,2018,"T4",4.3,1950,NA
"8634","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SESE-3","WW",8,15,2018,"T3",4.51,2046,NA
"8635","GX - 08/15/2018","GX - 08/16/2018",11,"B2","DEFL-9","WW",8,15,2018,"T3",3.92,1778,NA
"8636","GX - 08/15/2018","GX - 08/16/2018",11,"B2","FERU-14","WW",8,15,2018,"T3",4.07,1846,NA
"8637","GX - 08/15/2018","GX - 08/16/2018",11,"B2","VAMA-9","WW",8,15,2018,"T3",4.3,1950,NA
"8638","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SEAC-2","WW",8,15,2018,"T3",4.27,1937,NA
"8639","GX - 08/15/2018","GX - 08/16/2018",11,"B2","PLMA-17","WW",8,15,2018,"T3",4.48,2032,NA
"8640","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SC-12","WW",8,15,2018,"T3",4.6,2087,NA
"8641","GX - 08/15/2018","GX - 08/16/2018",11,"B2","EMNI-20","WW",8,15,2018,"T3",4.53,2055,NA
"8642","GX - 08/15/2018","GX - 08/16/2018",11,"B2","DASP-18","WW",8,15,2018,"T3",4.18,1896,NA
"8643","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SEAL-2","WW",8,15,2018,"T3",4.4,1996,NA
"8644","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SYNO-16","WW",8,15,2018,"T3",4.06,1842,NA
"8645","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SITR-18","WW",8,15,2018,"T3",3.65,1656,NA
"8646","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SOBI-15","WW",8,15,2018,"T3",4.04,1833,NA
"8647","GX - 08/15/2018","GX - 08/16/2018",11,"B2","FERU-12","WW",8,15,2018,"T3",4.05,1837,NA
"8648","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SEAC-1","WW",8,15,2018,"T3",4.07,1846,NA
"8649","GX - 08/15/2018","GX - 08/16/2018",11,"B2","DEFL-16","WW",8,15,2018,"T3",4.08,1851,NA
"8650","GX - 08/15/2018","GX - 08/16/2018",11,"B2","VAMA-10","WW",8,15,2018,"T3",4.11,1864,NA
"8651","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SITR-6","WW",8,15,2018,"T3",4.24,1923,NA
"8652","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SEAL-13","WW",8,15,2018,"T3",4.13,1873,NA
"8653","GX - 08/15/2018","GX - 08/16/2018",11,"B2","EMNI-7","WW",8,15,2018,"T3",4.55,2064,NA
"8654","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SYNO-2","WW",8,15,2018,"T3",4.28,1941,NA
"8655","GX - 08/15/2018","GX - 08/16/2018",11,"B2","PLMA-1","WW",8,15,2018,"T3",4.2,1905,NA
"8656","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SOBI-2","WW",8,15,2018,"T3",4.02,1823,NA
"8657","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SC-19","WW",8,15,2018,"T3",4.15,1882,NA
"8658","GX - 08/15/2018","GX - 08/16/2018",11,"B2","DASP-5","WW",8,15,2018,"T3",4.26,1932,NA
"8659","GX - 08/15/2018","GX - 08/16/2018",11,"B2","SESE-8","WW",8,15,2018,"T3",4.41,2000,NA
"8660","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SESE-3","WW",8,16,2018,"T4",4.4,1996,NA
"8661","GX - 08/16/2018","GX - 08/16/2018",11,"B2","DEFL-9","WW",8,16,2018,"T4",3.81,1728,NA
"8662","GX - 08/16/2018","GX - 08/16/2018",11,"B2","FERU-14","WW",8,16,2018,"T4",3.85,1746,NA
"8663","GX - 08/16/2018","GX - 08/16/2018",11,"B2","VAMA-9","WW",8,16,2018,"T4",4.23,1919,NA
"8664","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SEAC-2","WW",8,16,2018,"T4",4.22,1914,NA
"8665","GX - 08/16/2018","GX - 08/16/2018",11,"B2","PLMA-17","WW",8,16,2018,"T4",4.32,1960,NA
"8666","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SC-12","WW",8,16,2018,"T4",4.52,2050,NA
"8667","GX - 08/16/2018","GX - 08/16/2018",11,"B2","EMNI-20","WW",8,16,2018,"T4",4.47,2028,NA
"8668","GX - 08/16/2018","GX - 08/16/2018",11,"B2","DASP-18","WW",8,16,2018,"T4",4.11,1864,NA
"8669","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SEAL-2","WW",8,16,2018,"T4",4.31,1955,NA
"8670","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SYNO-16","WW",8,16,2018,"T4",3.82,1733,NA
"8671","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SITR-18","WW",8,16,2018,"T4",3.57,1619,NA
"8672","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SOBI-15","WW",8,16,2018,"T4",3.87,1755,NA
"8673","GX - 08/16/2018","GX - 08/16/2018",11,"B2","FERU-12","WW",8,16,2018,"T4",3.89,1764,NA
"8674","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SEAC-1","WW",8,16,2018,"T4",4.04,1833,NA
"8675","GX - 08/16/2018","GX - 08/16/2018",11,"B2","DEFL-16","WW",8,16,2018,"T4",3.98,1805,NA
"8676","GX - 08/16/2018","GX - 08/16/2018",11,"B2","VAMA-10","WW",8,16,2018,"T4",4.03,1828,NA
"8677","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SITR-6","WW",8,16,2018,"T4",4.16,1887,NA
"8678","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SEAL-13","WW",8,16,2018,"T4",4.04,1833,NA
"8679","GX - 08/16/2018","GX - 08/16/2018",11,"B2","EMNI-7","WW",8,16,2018,"T4",4.48,2032,NA
"8680","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SYNO-2","WW",8,16,2018,"T4",4.05,1837,NA
"8681","GX - 08/16/2018","GX - 08/16/2018",11,"B2","PLMA-1","WW",8,16,2018,"T4",4.05,1837,NA
"8682","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SOBI-2","WW",8,16,2018,"T4",3.74,1696,NA
"8683","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SC-19","WW",8,16,2018,"T4",4.09,1855,NA
"8684","GX - 08/16/2018","GX - 08/16/2018",11,"B2","DASP-5","WW",8,16,2018,"T4",4.19,1901,NA
"8685","GX - 08/16/2018","GX - 08/16/2018",11,"B2","SESE-8","WW",8,16,2018,"T4",4.26,1932,NA
"8686","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SESE-16","WW",8,15,2018,"T3",4.22,1914,NA
"8687","GX - 08/15/2018","GX - 08/16/2018",11,"B3","DEFL-5","WW",8,15,2018,"T3",4.08,1851,NA
"8688","GX - 08/15/2018","GX - 08/16/2018",11,"B3","FERU-18","WW",8,15,2018,"T3",4.2,1905,NA
"8689","GX - 08/15/2018","GX - 08/16/2018",11,"B3","VAMA-2","WW",8,15,2018,"T3",4.09,1855,NA
"8690","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SEAC-4","WW",8,15,2018,"T3",4.24,1923,NA
"8691","GX - 08/15/2018","GX - 08/16/2018",11,"B3","PLMA-12","WW",8,15,2018,"T3",4.24,1923,NA
"8692","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SC-18","WW",8,15,2018,"T3",4.53,2055,NA
"8693","GX - 08/15/2018","GX - 08/16/2018",11,"B3","EMNI-??","WW",8,15,2018,"T3",4.5,2041,NA
"8694","GX - 08/15/2018","GX - 08/16/2018",11,"B3","DASP-10","WW",8,15,2018,"T3",4.22,1914,NA
"8695","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SEAL-9","WW",8,15,2018,"T3",4.35,1973,NA
"8696","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SYNO-7","WW",8,15,2018,"T3",4.07,1846,NA
"8697","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SITR-13","WW",8,15,2018,"T3",3.91,1774,NA
"8698","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SOBI-14","WW",8,15,2018,"T3",4.34,1969,NA
"8699","GX - 08/15/2018","GX - 08/16/2018",11,"B3","FERU-7","WW",8,15,2018,"T3",4.33,1964,NA
"8700","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SEAC-10","WW",8,15,2018,"T3",4.23,1919,NA
"8701","GX - 08/15/2018","GX - 08/16/2018",11,"B3","DEFL-12","WW",8,15,2018,"T3",4.15,1882,NA
"8702","GX - 08/15/2018","GX - 08/16/2018",11,"B3","VAMA-18","WW",8,15,2018,"T3",3.97,1801,NA
"8703","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SITR-8","WW",8,15,2018,"T3",4.29,1946,NA
"8704","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SEAL-16","WW",8,15,2018,"T3",4.17,1891,"typo in pot_ID column; changed from ""SEAL-6"" to ""SEAL-16"""
"8705","GX - 08/15/2018","GX - 08/16/2018",11,"B3","EMNI-11","WW",8,15,2018,"T3",4.5,2041,NA
"8706","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SYNO-1","WW",8,15,2018,"T3",4.26,1932,NA
"8707","GX - 08/15/2018","GX - 08/16/2018",11,"B3","PLMA-4","WW",8,15,2018,"T3",4,1814,NA
"8708","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SOBI-16","WW",8,15,2018,"T3",4.3,1950,NA
"8709","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SC-10","WW",8,15,2018,"T3",4.4,1996,NA
"8710","GX - 08/15/2018","GX - 08/16/2018",11,"B3","DASP-7","WW",8,15,2018,"T3",4.12,1869,NA
"8711","GX - 08/15/2018","GX - 08/16/2018",11,"B3","SESE-13","WW",8,15,2018,"T3",4.4,1996,NA
"8712","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SESE-16","WW",8,16,2018,"T4",4.11,1864,NA
"8713","GX - 08/16/2018","GX - 08/16/2018",11,"B3","DEFL-5","WW",8,16,2018,"T4",3.96,1796,NA
"8714","GX - 08/16/2018","GX - 08/16/2018",11,"B3","FERU-18","WW",8,16,2018,"T4",3.95,1792,NA
"8715","GX - 08/16/2018","GX - 08/16/2018",11,"B3","VAMA-2","WW",8,16,2018,"T4",4.01,1819,NA
"8716","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SEAC-4","WW",8,16,2018,"T4",4.15,1882,NA
"8717","GX - 08/16/2018","GX - 08/16/2018",11,"B3","PLMA-12","WW",8,16,2018,"T4",4.1,1860,NA
"8718","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SC-18","WW",8,16,2018,"T4",4.44,2014,NA
"8719","GX - 08/16/2018","GX - 08/16/2018",11,"B3","EMNI-??","WW",8,16,2018,"T4",4.43,2009,NA
"8720","GX - 08/16/2018","GX - 08/16/2018",11,"B3","DASP-10","WW",8,16,2018,"T4",4.13,1873,NA
"8721","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SEAL-9","WW",8,16,2018,"T4",4.25,1928,NA
"8722","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SYNO-7","WW",8,16,2018,"T4",3.86,1751,NA
"8723","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SITR-13","WW",8,16,2018,"T4",3.82,1733,NA
"8724","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SOBI-14","WW",8,16,2018,"T4",4.12,1869,NA
"8725","GX - 08/16/2018","GX - 08/16/2018",11,"B3","FERU-7","WW",8,16,2018,"T4",4.19,1901,NA
"8726","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SEAC-10","WW",8,16,2018,"T4",4.15,1882,NA
"8727","GX - 08/16/2018","GX - 08/16/2018",11,"B3","DEFL-12","WW",8,16,2018,"T4",4.02,1823,NA
"8728","GX - 08/16/2018","GX - 08/16/2018",11,"B3","VAMA-18","WW",8,16,2018,"T4",3.9,1769,NA
"8729","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SITR-8","WW",8,16,2018,"T4",4.19,1901,NA
"8730","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SEAL-16","WW",8,16,2018,"T4",4.08,1851,"typo in pot_ID column; changed from ""SEAL-6"" to ""SEAL-16"""
"8731","GX - 08/16/2018","GX - 08/16/2018",11,"B3","EMNI-11","WW",8,16,2018,"T4",4.41,2000,NA
"8732","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SYNO-1","WW",8,16,2018,"T4",4.01,1819,NA
"8733","GX - 08/16/2018","GX - 08/16/2018",11,"B3","PLMA-4","WW",8,16,2018,"T4",3.84,1742,NA
"8734","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SOBI-16","WW",8,16,2018,"T4",4.08,1851,NA
"8735","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SC-10","WW",8,16,2018,"T4",4.31,1955,NA
"8736","GX - 08/16/2018","GX - 08/16/2018",11,"B3","DASP-7","WW",8,16,2018,"T4",4.05,1837,NA
"8737","GX - 08/16/2018","GX - 08/16/2018",11,"B3","SESE-13","WW",8,16,2018,"T4",4.29,1946,NA
"8738","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SESE-15","WW",8,15,2018,"T3",4.58,2077,NA
"8739","GX - 08/15/2018","GX - 08/16/2018",11,"B4","DEFL-19","WW",8,15,2018,"T3",3.98,1805,NA
"8740","GX - 08/15/2018","GX - 08/16/2018",11,"B4","FERU-20","WW",8,15,2018,"T3",4.29,1946,NA
"8741","GX - 08/15/2018","GX - 08/16/2018",11,"B4","VAMA-14","WW",8,15,2018,"T3",4.22,1914,NA
"8742","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SEAC-8","WW",8,15,2018,"T3",4.2,1905,NA
"8743","GX - 08/15/2018","GX - 08/16/2018",11,"B4","PLMA-3","WW",8,15,2018,"T3",4.15,1882,NA
"8744","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SC-17","WW",8,15,2018,"T3",4.59,2082,NA
"8745","GX - 08/15/2018","GX - 08/16/2018",11,"B4","EMNI-10","WW",8,15,2018,"T3",4.71,2136,NA
"8746","GX - 08/15/2018","GX - 08/16/2018",11,"B4","DASP-16","WW",8,15,2018,"T3",4.21,1910,NA
"8747","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SEAL-11","WW",8,15,2018,"T3",4.26,1932,NA
"8748","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SYNO-18","WW",8,15,2018,"T3",4.13,1873,NA
"8749","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SITR-10","WW",8,15,2018,"T3",4.21,1910,NA
"8750","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SOBI-3","WW",8,15,2018,"T3",4.19,1901,NA
"8751","GX - 08/15/2018","GX - 08/16/2018",11,"B4","FERU-2","WW",8,15,2018,"T3",4.1,1860,NA
"8752","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SEAC-14","WW",8,15,2018,"T3",4.21,1910,NA
"8753","GX - 08/15/2018","GX - 08/16/2018",11,"B4","DEFL-11","WW",8,15,2018,"T3",3.96,1796,NA
"8754","GX - 08/15/2018","GX - 08/16/2018",11,"B4","VAMA-13","WW",8,15,2018,"T3",4.01,1819,NA
"8755","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SITR-17","WW",8,15,2018,"T3",3.93,1783,NA
"8756","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SEAL-10","WW",8,15,2018,"T3",4.06,1842,NA
"8757","GX - 08/15/2018","GX - 08/16/2018",11,"B4","EMNI-19","WW",8,15,2018,"T3",4.63,2100,NA
"8758","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SYNO-15","WW",8,15,2018,"T3",4.13,1873,NA
"8759","GX - 08/15/2018","GX - 08/16/2018",11,"B4","PLMA-9","WW",8,15,2018,"T3",4.08,1851,NA
"8760","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SOBI-6","WW",8,15,2018,"T3",3.93,1783,NA
"8761","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SC-5","WW",8,15,2018,"T3",4.43,2009,NA
"8762","GX - 08/15/2018","GX - 08/16/2018",11,"B4","DASP-4","WW",8,15,2018,"T3",4.13,1873,NA
"8763","GX - 08/15/2018","GX - 08/16/2018",11,"B4","SESE-2","WW",8,15,2018,"T3",4.22,1914,NA
"8764","GX - 08/16/2018","GX - 08/16/2018",11,"B4","SESE-15","WW",8,16,2018,"T4",4.46,2023,NA
"8765","GX - 08/16/2018","GX - 08/16/2018",11,"B4","DEFL-19","WW",8,16,2018,"T4",3.88,1760,NA
"8766","GX - 08/16/2018","GX - 08/16/2018",11,"B4","FERU-20","WW",8,16,2018,"T4",4.12,1869,NA
"8767","GX - 08/16/2018","GX - 08/16/2018",11,"B4","VAMA-14","WW",8,16,2018,"T4",4.14,1878,NA
"8768","GX - 08/16/2018","GX - 08/16/2018",11,"B4","SEAC-8","WW",8,16,2018,"T4",4.15,1882,NA
"8769","GX - 08/16/2018","GX - 08/16/2018",11,"B4","PLMA-3","WW",8,16,2018,"T4",3.98,1805,NA
"8770","GX - 08/16/2018","GX - 08/16/2018",11,"B4","SC-17","WW",8,16,2018,"T4",4.5,2041,NA
"8771","GX - 08/16/2018","GX - 08/16/2018",11,"B4","EMNI-10","WW",8,16,2018,"T4",4.64,2105,NA
"8772","GX - 08/16/2018","GX - 08/16/2018",11,"B4","DASP-16","WW",8,16,2018,"T4",4.13,1873,NA
"8773","GX - 08/16/2018","GX - 08/16/2018",11,"B4","SEAL-11","WW",8,16,2018,"T4",4.19,1901,NA
